curve_bits,message_length,avg_total_time,min_total_time,max_total_time
255,10,0.17999504000763408,0.17316129995742813,0.21680440002819523
255,50,0.1716176500020083,0.16879989998415112,0.1770626999787055
255,100,0.1769794599909801,0.17061319999629632,0.18357289995765314
255,500,0.1838308899954427,0.17883020004956052,0.19722339999862015
255,1000,0.18577729000826365,0.17847409995738417,0.19635119999293238
255,5000,0.18057616000296547,0.17238970001926646,0.19480140000814572
